age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
48,white-collar,married,university.degree,no,no,yes,telephone,summer,thu,94,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
31,white-collar,married,university.degree,no,no,no,telephone,summer,thu,983,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
40,white-collar,married,high.school,no,no,no,telephone,summer,thu,221,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
31,white-collar,married,university.degree,no,no,no,telephone,summer,thu,741,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
58,self-employed,divorced,university.degree,no,no,no,telephone,summer,thu,40,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
48,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,313,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
34,white-collar,single,university.degree,no,no,no,telephone,summer,thu,128,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,163,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,blue-collar,single,below high-school,no,yes,no,telephone,summer,thu,21,10,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,17,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
38,white-collar,married,university.degree,no,yes,no,telephone,summer,thu,197,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,white-collar,married,below high-school,no,yes,no,telephone,summer,thu,622,4,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
43,white-collar,married,university.degree,no,no,no,telephone,summer,thu,175,4,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
52,white-collar,married,university.degree,no,no,no,telephone,summer,thu,423,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,blue-collar,married,professional.course,no,yes,no,telephone,summer,thu,181,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
26,blue-collar,married,university.degree,no,no,no,telephone,summer,thu,181,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,blue-collar,divorced,below high-school,no,no,no,telephone,summer,thu,77,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
50,white-collar,married,professional.course,no,no,no,telephone,summer,thu,158,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
45,white-collar,married,professional.course,no,no,no,telephone,summer,thu,517,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
34,self-employed,married,below high-school,no,no,no,telephone,summer,thu,26,24,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,white-collar,married,high.school,no,no,no,telephone,summer,thu,127,4,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
31,white-collar,single,below high-school,no,no,no,telephone,summer,thu,105,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
41,white-collar,married,high.school,no,no,no,telephone,summer,thu,152,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
39,white-collar,married,high.school,no,yes,no,telephone,summer,thu,337,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
47,blue-collar,married,below high-school,no,yes,no,telephone,summer,thu,955,4,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29,white-collar,single,high.school,no,yes,no,telephone,summer,thu,1018,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
34,white-collar,single,high.school,no,no,no,telephone,summer,thu,729,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,white-collar,single,high.school,no,yes,no,telephone,summer,thu,159,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
30,white-collar,divorced,professional.course,no,yes,no,telephone,summer,thu,330,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
31,self-employed,married,university.degree,no,yes,no,telephone,summer,thu,130,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
40,white-collar,married,high.school,no,no,no,telephone,summer,thu,314,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
43,white-collar,married,professional.course,no,yes,no,telephone,summer,thu,193,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
30,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,53,29,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
41,white-collar,married,high.school,no,no,no,telephone,summer,thu,231,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
46,white-collar,divorced,university.degree,no,no,no,telephone,summer,thu,353,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32,white-collar,married,professional.course,no,no,no,telephone,summer,thu,805,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37,self-employed,married,below high-school,no,yes,yes,telephone,summer,thu,102,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
27,blue-collar,single,below high-school,no,no,yes,telephone,summer,thu,869,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
39,white-collar,married,university.degree,no,yes,no,telephone,summer,thu,65,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,white-collar,divorced,professional.course,no,no,no,telephone,summer,thu,115,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
49,white-collar,married,university.degree,no,yes,yes,telephone,summer,thu,460,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
40,self-employed,married,below high-school,no,yes,no,telephone,summer,thu,561,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
34,blue-collar,divorced,professional.course,no,no,no,telephone,summer,thu,884,4,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
51,unemployed,married,high.school,no,no,no,telephone,summer,thu,93,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
38,self-employed,married,university.degree,no,no,no,telephone,summer,thu,989,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37,white-collar,married,below high-school,no,yes,no,telephone,summer,thu,209,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
51,white-collar,married,university.degree,no,no,no,telephone,summer,thu,295,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
43,white-collar,married,below high-school,no,no,no,telephone,summer,thu,110,17,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
25,white-collar,single,professional.course,no,yes,no,telephone,summer,thu,18,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37,white-collar,married,professional.course,no,no,no,telephone,summer,thu,221,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
46,white-collar,divorced,university.degree,no,no,no,telephone,summer,thu,138,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37,white-collar,married,professional.course,no,no,no,telephone,summer,thu,214,5,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
27,blue-collar,married,below high-school,no,yes,no,telephone,summer,thu,75,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29,blue-collar,married,high.school,no,no,no,telephone,summer,thu,718,13,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,white-collar,married,high.school,no,yes,no,telephone,summer,thu,394,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
30,white-collar,single,university.degree,no,no,no,telephone,summer,thu,27,7,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
48,white-collar,divorced,high.school,no,yes,yes,telephone,summer,thu,1011,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
41,white-collar,married,high.school,no,yes,yes,telephone,summer,thu,204,4,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37,blue-collar,married,below high-school,no,yes,no,telephone,summer,thu,222,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
48,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,240,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,white-collar,married,professional.course,no,yes,no,telephone,summer,thu,18,31,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
39,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,31,5,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
23,blue-collar,married,high.school,no,no,yes,telephone,summer,thu,173,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
43,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,246,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
25,white-collar,single,university.degree,no,yes,yes,telephone,summer,thu,128,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,white-collar,married,high.school,no,yes,no,telephone,summer,thu,285,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
57,white-collar,single,professional.course,no,yes,no,telephone,summer,thu,451,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,below high-school,no,no,no,telephone,summer,thu,96,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
44,white-collar,married,high.school,no,yes,no,telephone,summer,thu,172,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
46,white-collar,married,university.degree,no,yes,no,telephone,summer,thu,234,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29,white-collar,single,high.school,no,no,no,telephone,summer,thu,240,3,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
42,blue-collar,divorced,high.school,no,no,yes,telephone,summer,thu,175,7,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32,blue-collar,married,high.school,no,no,no,telephone,summer,thu,372,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32,blue-collar,single,high.school,no,no,no,telephone,summer,thu,406,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,white-collar,married,university.degree,no,yes,no,telephone,summer,fri,463,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,white-collar,married,high.school,no,yes,no,telephone,summer,fri,130,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36,blue-collar,married,high.school,no,yes,no,telephone,summer,fri,178,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
48,white-collar,divorced,university.degree,no,no,no,telephone,summer,fri,94,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36,blue-collar,married,high.school,no,no,no,telephone,summer,fri,82,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
54,retired,married,professional.course,no,yes,no,telephone,summer,fri,40,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,white-collar,single,university.degree,no,no,yes,telephone,summer,fri,164,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,white-collar,married,high.school,no,yes,no,telephone,summer,fri,582,11,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,blue-collar,married,below high-school,no,no,yes,telephone,summer,fri,188,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,white-collar,married,high.school,no,yes,no,telephone,summer,fri,554,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
33,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,432,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
60,white-collar,single,high.school,no,no,no,telephone,summer,fri,118,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36,white-collar,married,professional.course,no,no,no,telephone,summer,fri,193,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
54,white-collar,married,below high-school,no,no,no,telephone,summer,fri,63,9,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,white-collar,married,university.degree,no,yes,no,telephone,summer,fri,246,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,white-collar,married,high.school,no,no,no,telephone,summer,fri,143,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
54,self-employed,married,below high-school,no,no,yes,telephone,summer,fri,249,6,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
50,white-collar,married,high.school,no,no,yes,telephone,summer,fri,219,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
44,white-collar,married,below high-school,no,yes,no,telephone,summer,fri,447,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38,white-collar,married,professional.course,no,yes,no,telephone,summer,fri,220,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,26,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
49,white-collar,married,professional.course,no,yes,no,telephone,summer,fri,79,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
40,white-collar,married,professional.course,no,no,no,telephone,summer,fri,18,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
43,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,404,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,white-collar,married,university.degree,no,yes,no,telephone,summer,fri,186,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
57,white-collar,divorced,university.degree,no,yes,no,telephone,summer,fri,351,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
42,blue-collar,married,below high-school,no,yes,no,telephone,summer,fri,60,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
47,white-collar,married,below high-school,no,no,no,telephone,summer,fri,72,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,white-collar,single,university.degree,no,no,no,telephone,summer,fri,19,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36,white-collar,married,university.degree,no,no,yes,telephone,summer,fri,49,5,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
27,white-collar,single,professional.course,no,no,no,telephone,summer,fri,106,5,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,white-collar,married,professional.course,no,yes,yes,telephone,summer,fri,248,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30,self-employed,married,professional.course,no,no,no,telephone,summer,fri,101,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
50,white-collar,married,university.degree,no,no,no,telephone,summer,fri,114,5,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
50,self-employed,married,university.degree,no,no,no,telephone,summer,fri,414,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,white-collar,single,high.school,no,yes,no,telephone,summer,fri,266,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26,white-collar,single,high.school,no,no,no,telephone,summer,fri,363,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,white-collar,single,university.degree,no,yes,yes,telephone,summer,fri,431,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
44,blue-collar,married,below high-school,no,yes,yes,telephone,summer,fri,110,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
44,blue-collar,married,below high-school,no,yes,no,telephone,summer,fri,113,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
40,white-collar,divorced,below high-school,no,no,no,telephone,summer,fri,161,5,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,white-collar,married,professional.course,no,no,no,telephone,summer,fri,29,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,blue-collar,single,high.school,no,no,no,telephone,summer,fri,672,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
58,white-collar,divorced,below high-school,no,no,no,telephone,summer,fri,80,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,white-collar,married,professional.course,no,no,no,telephone,summer,fri,1994,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,183,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,white-collar,single,high.school,no,no,no,telephone,summer,fri,250,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
53,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,223,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36,white-collar,married,high.school,no,no,no,telephone,summer,fri,100,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
52,white-collar,married,below high-school,no,no,no,telephone,summer,fri,188,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
50,white-collar,married,professional.course,no,no,yes,telephone,summer,fri,64,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
57,retired,married,below high-school,no,no,no,telephone,summer,fri,83,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,white-collar,single,high.school,no,yes,no,telephone,summer,fri,122,16,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30,white-collar,married,high.school,no,yes,no,telephone,summer,fri,51,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,self-employed,married,below high-school,no,no,no,telephone,summer,fri,330,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,unemployed,married,university.degree,no,yes,yes,telephone,summer,fri,272,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,white-collar,married,below high-school,no,yes,no,telephone,summer,fri,307,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
42,white-collar,married,professional.course,no,no,no,telephone,summer,fri,24,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
40,white-collar,divorced,below high-school,no,no,yes,telephone,summer,fri,386,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30,white-collar,divorced,high.school,no,yes,no,telephone,summer,fri,56,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,white-collar,single,university.degree,no,yes,no,telephone,summer,fri,358,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28,white-collar,single,university.degree,no,no,no,telephone,summer,fri,227,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38,white-collar,married,university.degree,no,no,no,telephone,summer,fri,52,13,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,unemployed,married,university.degree,no,no,no,telephone,summer,fri,360,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,self-employed,divorced,high.school,no,no,no,telephone,summer,fri,106,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,white-collar,single,high.school,no,yes,no,telephone,summer,fri,141,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,blue-collar,married,below high-school,no,yes,no,telephone,summer,fri,28,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,blue-collar,married,professional.course,no,yes,no,telephone,summer,fri,862,11,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
40,white-collar,single,high.school,no,no,no,telephone,summer,fri,97,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,blue-collar,married,high.school,no,no,no,telephone,summer,fri,107,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26,self-employed,married,university.degree,no,yes,no,telephone,summer,fri,168,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28,white-collar,married,high.school,no,no,yes,telephone,summer,fri,260,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38,white-collar,married,university.degree,no,no,no,telephone,summer,fri,460,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
35,white-collar,single,university.degree,no,no,no,telephone,summer,fri,78,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28,self-employed,married,below high-school,no,yes,yes,telephone,summer,fri,262,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
43,white-collar,married,university.degree,no,no,no,telephone,summer,fri,84,5,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38,blue-collar,married,below high-school,no,yes,yes,telephone,summer,fri,173,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,968,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,642,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
30,white-collar,married,university.degree,no,no,yes,telephone,summer,fri,71,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,white-collar,single,university.degree,no,yes,no,telephone,summer,fri,136,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
46,self-employed,single,high.school,no,no,no,telephone,summer,fri,464,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
40,blue-collar,married,below high-school,no,no,yes,telephone,summer,fri,176,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
46,white-collar,married,university.degree,no,yes,no,telephone,summer,fri,193,7,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,white-collar,married,high.school,no,yes,yes,telephone,summer,fri,118,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30,blue-collar,married,below high-school,no,yes,no,telephone,summer,fri,185,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
58,white-collar,married,below high-school,no,no,no,telephone,summer,fri,247,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
48,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,800,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
43,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,216,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
27,self-employed,single,university.degree,no,no,no,telephone,summer,fri,46,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
51,white-collar,married,below high-school,no,no,yes,telephone,summer,fri,434,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,white-collar,married,university.degree,no,no,no,telephone,summer,fri,230,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
42,blue-collar,married,below high-school,no,yes,no,telephone,summer,fri,516,5,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,78,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
44,self-employed,divorced,high.school,no,yes,no,telephone,summer,fri,1041,13,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
40,white-collar,married,university.degree,no,yes,no,telephone,summer,fri,66,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
42,white-collar,married,below high-school,no,no,no,telephone,summer,fri,100,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
51,white-collar,married,high.school,no,no,no,telephone,summer,fri,308,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
48,self-employed,married,university.degree,no,no,no,telephone,summer,fri,467,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
47,white-collar,married,high.school,no,no,no,telephone,summer,fri,341,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
46,white-collar,divorced,university.degree,no,no,no,telephone,summer,fri,1288,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,white-collar,married,university.degree,no,no,no,telephone,summer,fri,178,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,white-collar,married,professional.course,no,no,no,telephone,summer,fri,163,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,blue-collar,married,below high-school,no,yes,no,telephone,summer,fri,172,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,white-collar,married,professional.course,no,no,no,telephone,summer,fri,140,5,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,311,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,unemployed,married,university.degree,no,no,no,telephone,summer,fri,212,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
45,unemployed,married,below high-school,no,yes,yes,telephone,summer,fri,264,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,white-collar,married,high.school,no,no,no,telephone,summer,fri,319,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,white-collar,married,university.degree,no,yes,no,telephone,summer,fri,186,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
46,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,473,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
51,blue-collar,married,below high-school,no,yes,yes,telephone,summer,fri,18,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,white-collar,divorced,below high-school,no,no,no,telephone,summer,fri,639,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
47,white-collar,divorced,university.degree,no,yes,no,telephone,summer,fri,2653,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
31,blue-collar,single,university.degree,no,no,yes,telephone,summer,fri,129,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,blue-collar,married,below high-school,no,yes,yes,telephone,summer,fri,426,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
57,white-collar,single,below high-school,no,no,no,telephone,summer,fri,229,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
47,blue-collar,married,below high-school,no,yes,no,telephone,summer,fri,252,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,blue-collar,married,high.school,no,yes,yes,telephone,summer,fri,292,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
43,white-collar,married,high.school,no,yes,no,telephone,summer,fri,44,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
48,white-collar,married,below high-school,no,yes,no,telephone,summer,fri,384,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,white-collar,single,university.degree,no,no,no,telephone,summer,fri,213,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,white-collar,married,university.degree,no,no,no,telephone,summer,fri,94,7,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,blue-collar,married,below high-school,no,no,no,telephone,summer,fri,72,6,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
44,white-collar,married,high.school,no,no,no,telephone,summer,fri,36,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,self-employed,married,university.degree,no,yes,no,telephone,summer,fri,316,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
49,retired,married,below high-school,no,no,no,telephone,summer,fri,217,4,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,white-collar,single,high.school,no,no,yes,telephone,summer,fri,180,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
